prefix	title	tag	label	flag	num	text_1	text_2	text_3	text_4	text_5	text_6	text_7	text_8	text_9	text_10	score_1	score_2	score_3	score_4	score_5	score_6	score_7	score_8	score_9	score_10
雪莲|果	雪莲|果	百科	0	train	10	雪莲|果|的|正确|吃法	雪莲|果|的|功效|与|作用	雪莲|果|的|作用|与|功效	雪莲|果|怎么|吃	雪莲|果|图片	雪莲|果|鸡汤	雪莲|果|怎么|吃|最好	雪莲|果|的|功效|和|危害	雪莲|果|的|吃法|大全	雪莲|果|什么|时候|成熟	0.235	0.103	0.078	0.034	0.014	0.012	0.011	0.010	0.010	0.010
中小学	湖南省|中小学|教师|发展|网	网站	1	train	10	中小学|教师资格|考试网	中小学生|守则	中小学|教师资格|考试	中小学|教师|资格证	中小学|教师|资格证|官网	中小学生|安全|教育|平台	中小学|教师资格|网	中小学|教师|资格证|网	中小学|教师资格|网官|网	中小学生|守则|手抄报	0.472	0.065	0.022	0.022	0.020	0.019	0.014	0.011	0.011	0.007
乐教	如何|删除|乐教乐学|作业|通知	知道	0	train	10	乐教乐学	乐教乐学|下载	乐教乐学|下载安装	乐教乐学	乐教乐学|平台|登录	乐教乐学|下载|手机|版	乐教乐学|手机|版|2018	乐教乐学|怎么|加入|班级	乐教乐学|下载|免费|下载	乐教乐学|普通|下載	0.473	0.243	0.050	0.034	0.020	0.020	0.013	0.012	0.010	0.008
九顶|山	九顶|山址	百科	0	train	10	九顶|山|在|哪里	九顶|山|攻略	九顶|山|天气	九顶|山公棚|赛鸽|中心	九顶|山|风景区	九顶|山|旅游|攻略	九顶|山|露营	九顶|山|门票	九顶|山|国家|公园	九顶|山科|三|考场|视频	0.252	0.059	0.038	0.025	0.019	0.018	0.017	0.017	0.015	0.014
便秘	便秘	百科	0	train	10	便秘|怎么办	便秘|吃|什么|最快|排便	便秘|怎么|调理	便秘|吃|什么	便秘|吃|什么|药	便秘|的|原因	便秘|吃|什么|水果	便秘|怎么办|快速|解决	便秘|是|什么	便秘|吃|什么|好	0.207	0.088	0.083	0.043	0.028	0.023	0.021	0.012	0.010	0.010
便秘	便秘	百科	0	train	10	便秘|怎么办	便秘|吃|什么|最快|排便	便秘|怎么|调理	便秘|吃|什么	便秘|吃|什么|药	便秘|的|原因	便秘|吃|什么|水果	便秘|怎么办|快速|解决	便秘|是|什么	便秘|吃|什么|好	0.207	0.088	0.083	0.043	0.028	0.023	0.021	0.012	0.010	0.010
淘宝	淘宝网	网站	1	train	10	淘宝网	淘宝|下载	淘宝网|页|版	淘宝网|首页	淘宝网|触屏|版	淘宝|评价|100|字|复制	淘宝|好评|100|字|通用|评论	淘宝|评价	淘宝|客服|电话	淘宝|刷单	0.162	0.025	0.011	0.011	0.008	0.006	0.006	0.005	0.005	0.005
写给|未来	写给|未来|的|自己	阅读	1	train	10	写给|未来|的|自己	写给|未来|自己|的|一封信	写给|未来|的|你	写给|未来|的|自己|一封信	写给|未来|的|自己|800|字	写给|未来|的|自己|一段话	写给|未来|的|自己|作文	写给|未来|的|一封信	写给|未来|的|孩子	写给|未来|的|自己|1000|字	0.322	0.079	0.066	0.049	0.034	0.032	0.028	0.026	0.021	0.018
苘	苘麻	百科	1	train	10	苘麻	苘|怎么|读	苘麻|子|的|功效|与|作用	苘麻|子	苘麻|的|功效|与|作用	苘麻|怎么|读	苘麻|图片	苘蒿	苘麻|子|煮水|喝|的|功效	苘麻|子|泡水|喝|的|功效	0.350	0.231	0.078	0.044	0.031	0.018	0.016	0.015	0.014	0.013
南	南瓜饼|的|做法	菜谱	1	train	10	南瓜饼|的|做法	南京|天气	南京	南京大学	南开大学	南昌大学	南昌|天气	南京师范大学	南瓜	南派|三叔	0.016	0.012	0.009	0.009	0.007	0.006	0.005	0.005	0.005	0.004
南	南瓜饼|的|做法	菜谱	1	train	10	南瓜饼|的|做法	南京|天气	南京	南京大学	南开大学	南昌大学	南昌|天气	南京师范大学	南瓜	南派|三叔	0.016	0.012	0.009	0.009	0.007	0.006	0.005	0.005	0.005	0.004
反流性|食	反流性|食管炎|可以|吃|甜食|吗	知道	0	train	10	反流性|食管炎	反流性|食管炎|症状	反流性|食管炎|吃|什么|药	反流性|食道炎|必死无疑	反流性|食道炎	反流性|食道炎|能|自愈|吗	反流性|食道炎|能|活多久	反流性|食管炎|难治|吗	反流性|食管炎|症状|表现	反流性|食道炎|症状	0.399	0.228	0.091	0.061	0.027	0.019	0.019	0.014	0.014	0.009
一卡	北京|一卡通	应用	0	train	10	一卡通	一卡通|是|什么	一卡通|充值	一卡通|查询	一|卡路里|等于|多少|千焦	一卡通|app	一卡通|怎么|办理	一卡易	一卡|等于|多少|千焦	一卡通|系统|平台	0.211	0.184	0.038	0.028	0.026	0.023	0.020	0.019	0.015	0.013
五角星	怎样|画正|五角星	经验	1	train	10	五角星|的|折法	五角星|怎么|画	五角星|怎么|剪	五角星|图片	五角星|的|剪法	五角星|怎么|折	五角星|鞋带|系法	五角星|是|什么|车	五角星|简笔画	五角星|车标|是|什么|车	0.155	0.106	0.031	0.029	0.022	0.018	0.016	0.015	0.015	0.015
复方	复方|氨酚|烷胺片|胶囊	健康	1	train	10	复方|氨酚|烷胺片	复方|氨酚|烷胺|胶囊	复方|甘草酸|苷|片	复方|丹参片	复方|酮康唑|软膏	复方|玄驹|胶囊	复方|丹参滴丸	复方|甘草片	复方|锌|布|颗粒	复方|甘草酸|苷|胶囊	0.073	0.056	0.020	0.017	0.016	0.016	0.014	0.014	0.013	0.012
复方	感|康复|方氨酚|烷胺片|对于|病毒性|的|感冒|效果|怎么样	知道	0	train	10	复方|氨酚|烷胺片	复方|氨酚|烷胺|胶囊	复方|甘草酸|苷|片	复方|丹参片	复方|酮康唑|软膏	复方|玄驹|胶囊	复方|丹参滴丸	复方|甘草片	复方|锌|布|颗粒	复方|甘草酸|苷|胶囊	0.073	0.056	0.020	0.017	0.016	0.016	0.014	0.014	0.013	0.012
大腿|合	大腿|合不拢|怎么办	健康	0	train	3	大腿|合不拢	大腿|合不拢|如何|矫正	大腿|合不拢|怎么办	PAD	PAD	PAD	PAD	PAD	PAD	PAD	0.372	0.372	0.256	0.000	0.000	0.000	0.000	0.000	0.000	0.000
锅仔	锅仔	百科	1	train	10	锅仔|系列|菜谱	锅|仔饭|的|做法	锅仔|羊杂	锅仔|菜谱|大全|带|图片|菜	锅仔|羊杂|的|做法	锅|仔饭	锅仔|图片	锅仔|毛血旺	锅仔|大全	锅|仔片	0.348	0.069	0.048	0.040	0.040	0.024	0.022	0.021	0.021	0.021
牛肉|火	烤牛肉|火锅|的|做法	菜谱	0	train	10	牛肉|火锅|的|做法	牛肉|火锅	牛肉|火锅|怎么|做	牛肉|火锅|图片	牛肉|火烧|的|做法	牛肉|火锅|的|做法|大全	牛肉|火锅|最|简单|的|做法	牛肉|火勺	牛肉|火烧	牛肉|火锅店|加盟	0.354	0.210	0.063	0.043	0.027	0.025	0.022	0.018	0.016	0.015
富士康	富士康|内幕	阅读	0	train	10	富士康|招聘	富士康|斗殴	富士康|厂妹|买身|图片	富士康|宿舍|凶杀案	富士康|是|做|什么|的	富士康|女|领导|睡|员工|图	富士康|女线|长|睡|员工	富士康|招工	富士康|13|连|跳|的|原因	富士康|工资	0.051	0.031	0.015	0.014	0.013	0.013	0.011	0.008	0.008	0.007
小|黄车	支付宝|怎么|使用|小|黄车	经验	0	train	10	小|黄车|怎么|退|押金	小|黄车|ofo	小|黄车|app	小|黄车|客服	小|黄车|客服|电话	小|黄车|押金|怎么|退	小|黄车|退|押金	小|黄车|怎么|退|余额	小|黄车|怎么|用	小|黄车|余额|怎么|退	0.264	0.051	0.035	0.029	0.028	0.025	0.019	0.019	0.017	0.012
胆固醇	胆固醇|高|不能|吃|什么|胆固醇|高|饮食|禁忌	知道	1	train	10	胆固醇|高|的|原因	胆固醇|高|不能|吃|什么	胆固醇|高	胆固醇|是|什么	胆固醇|高|的|危害	胆固醇|高|的|食物	胆固醇|高|的|原因|和|禁忌	胆固醇|高|怎么办	胆固醇|高|怎么|降下来	胆固醇|高|吃|什么|药	0.174	0.146	0.095	0.039	0.028	0.024	0.019	0.018	0.017	0.013
离|人	离人泪|痣	阅读	0	train	10	离人愁	离人愁|歌词	离人愁|抄袭	离人愁|简谱	离人落|浓妆	离人愁|原唱	离人落|浓妆|免费|阅读	离人愁|吉他谱	离人愁|李|袁杰	离人愁|歌曲	0.299	0.101	0.087	0.063	0.053	0.028	0.023	0.020	0.016	0.010
玻璃|翠	玻璃|翠长|白斑	健康	0	train	10	玻璃|翠花|图片	玻璃|翠|有毒|吗	玻璃|翠花	玻璃|翠|图片	玻璃|翠|葡萄	玻璃|翠|图片|大全	玻璃|翠花|的|养殖|方法	玻璃|翠有|几种|图片|大全	玻璃|翠花|有毒|吗	玻璃|翠|多久|浇|一次|水	0.127	0.121	0.092	0.043	0.039	0.030	0.029	0.028	0.023	0.019
改名	改名	百科	0	train	10	改名字|需要|什么|手续	改名字	改名字|流程	改名字|申请书	改名字|麻烦|吗	改名|申请书	改名|后|肠子|都悔青|了	改名|申请书|怎么|写	改名|卡|在|哪里|购买	改名|申请|最佳|理由	0.261	0.122	0.041	0.036	0.035	0.032	0.026	0.016	0.013	0.013
昆明|到|长沙	昆明|到|长沙|单程|机票	航班	0	train	10	昆明|到|长沙|高铁	昆明|到|长沙|机票	昆明|到|长沙|火车票	昆明|到|长沙|高铁|票价	昆明|到|长沙|多少|公里	昆明|到|长沙|飞机	昆明|到|长沙|飞机票	昆明|到|长沙|的|高铁	昆明|到|长沙|飞机票|查询	昆明|到|长沙|高铁|时刻表	0.322	0.140	0.099	0.044	0.034	0.029	0.028	0.018	0.018	0.015
联通	中国联通|官网	网站	0	train	10	联通|营业厅	联通|客服|电话	联通|网上|营业厅	联通|客服	联通|宽带	联通|手机|营业厅	联通|大王|卡	联通|客服|电话|是|多少	联通|查话费	联通|大王|卡免|流量|范围	0.074	0.061	0.038	0.025	0.019	0.019	0.017	0.015	0.012	0.010
倒顺	倒顺|开关|三相|电机|怎么|接	知道	0	train	10	倒顺|开关	倒顺|开关|实物|接线图	倒顺|开关|接线图	倒顺|开关|220|接线图	倒顺|开关|完整|图	倒顺|开关|怎么|接线	倒|顺词	倒顺|开关|接线图|220|伏	倒顺|开关|接线|视频	倒|顺词|大全	0.275	0.209	0.184	0.052	0.037	0.037	0.032	0.021	0.019	0.016
油饼	炸油饼|的|做法	菜谱	1	train	10	油饼|的|做法	油饼|怎么|做|又|软|又|好吃	油饼|的|做法|大全	油饼|怎么|做	油饼|的|家常|做法	油饼|怎么|做|好吃|还|软	油饼|怎么|做|好吃	油饼|的|做法|大全|图解	油饼|怎么|做|又|软|又|起层	油饼|的|面|怎么|和|最好	0.332	0.294	0.038	0.031	0.029	0.019	0.015	0.011	0.011	0.010
个人	个人|征信|查询	应用	1	train	8	个人所得税	个人简历	个人简历|模板	个人所得税|计算器	个人所得税|税率|表	个人|社保|查询	个人简历|怎么|写	个人|征信|查询	PAD	PAD	0.042	0.031	0.024	0.018	0.015	0.012	0.010	0.010	0.000	0.000
爱|上火	爱上|火锅	百科	0	train	9	爱|上火|的|人|怎么|调理	爱|上火|的|人|是|什么|体质	爱|上火|是|什么|原因	爱|上火|怎么办	爱|上火|吃|什么|药	爱上|火辣|班主任	爱|上火|喝|什么|茶好	爱|上火|是|怎么回事	爱|上火|是|什么|体质	PAD	0.408	0.094	0.076	0.062	0.044	0.043	0.038	0.031	0.028	0.000
牙	牙疼|怎么办|2C|立刻|止疼|妙|绝招	经验	1	train	10	牙膏|怎么|去|黑头	牙疼|怎么办|立刻|止疼	牙龈|肿痛|怎么办	牙疼|怎么办	牙膏|验孕法	牙结石	牙龈|出血	牙龈|出血|是|什么|原因	牙龈|癌	牙齿|矫正|后悔|一辈子	0.048	0.035	0.031	0.027	0.015	0.013	0.010	0.010	0.008	0.007
血糖	吃|什么|可以|降血糖	经验	0	train	10	血糖|正常值	血糖高|吃|什么|好	血糖高|的|症状	血糖高	血糖|低|的|症状|有|哪些	血糖高|咋办	血糖高|吃|什么|水果	血糖高|不能|吃|什么	血糖高|怎么办	血糖高|吃|什么|水果|好	0.160	0.069	0.047	0.020	0.019	0.016	0.013	0.012	0.009	0.007
现金	现金|白卡	应用	0	train	10	现金|借款	现金|巴士	现金|贷	现金支票	现金流量|表	现金|红包	现金|白条	现金|日记账|填写|样本	现金|白卡	现金流量|表|的|编制|方法	0.060	0.038	0.025	0.024	0.019	0.018	0.014	0.014	0.014	0.014
王者|荣耀	王者|荣耀	百科	0	train	10	王者|荣耀|体验|服	王者|荣耀|官网	王者|荣耀|体验|服官|网	王者|荣耀|体验|服|申请	王者|荣耀|直播	王者|荣耀|助手	王者|荣耀|名字|大全	王者|荣耀|名字	王者|荣耀|体验|服|下载	王者|荣耀|图片	0.043	0.020	0.016	0.014	0.013	0.010	0.008	0.007	0.007	0.005
王者|荣耀	王者|荣耀|官网	网站	0	train	10	王者|荣耀|体验|服	王者|荣耀|官网	王者|荣耀|体验|服官|网	王者|荣耀|体验|服|申请	王者|荣耀|直播	王者|荣耀|助手	王者|荣耀|名字|大全	王者|荣耀|名字	王者|荣耀|体验|服|下载	王者|荣耀|图片	0.043	0.020	0.016	0.014	0.013	0.010	0.008	0.007	0.007	0.005
王者|荣耀	王者|荣耀|官网	网站	1	train	10	王者|荣耀|体验|服	王者|荣耀|官网	王者|荣耀|体验|服官|网	王者|荣耀|体验|服|申请	王者|荣耀|直播	王者|荣耀|助手	王者|荣耀|名字|大全	王者|荣耀|名字	王者|荣耀|体验|服|下载	王者|荣耀|图片	0.043	0.020	0.016	0.014	0.013	0.010	0.008	0.007	0.007	0.005
五险	五险|一金|包括|什么	经验	1	train	10	五险|一金指|什么	五险|一金	五险|是|哪	五险|一金|多少|钱|一个月	五险|一金|计算器	五险|一金|是|什么	五险|一金|比例	五险|一个月|要交|多少|钱	五险|二金	五险|一金|缴纳|比例	0.278	0.227	0.067	0.036	0.031	0.015	0.012	0.010	0.009	0.007
电工证	安监局|电工证|查询|官网	知道	0	train	10	电工证|查询	电工证|要|怎么|考	电工证|办理	电工证|怎么|考	电工证|查询|网站|官方网	电工证|查询|网站	电工证|多少|钱	电工证|报考	电工证|图片	电工证|快速|办理	0.199	0.071	0.058	0.034	0.025	0.023	0.021	0.020	0.015	0.015
禁曲	第十三|双|眼睛|世界|三大禁曲	音乐	0	train	10	禁曲|死|人|的|原理	禁曲|有|哪些	禁曲|黑色|星期五|试听	禁曲|嫁衣	禁曲|为什么|会|死|人	禁曲红|嫁衣|歌曲|播放	禁曲|试听	禁曲|黑色|星期天|试听	禁曲|《|魔乐|》|试听	禁曲|妹妹|背着|洋娃娃	0.148	0.135	0.098	0.039	0.036	0.031	0.020	0.010	0.008	0.008
榴莲	榴莲|的|功效|与|作用	经验	0	train	10	榴莲|的|功效|与|作用	榴莲|不能|和|什么|一起|吃	榴莲|怎么|吃	榴莲|树	榴莲|图片	榴莲|怎么|挑	榴莲|蜜	榴莲|怎么|开	榴莲|炖鸡	榴莲|煲|鸡	0.112	0.060	0.038	0.022	0.021	0.014	0.011	0.007	0.007	0.007
终极|全	终极|全能|兵王	阅读	0	train	10	终极|全|才	终极|全|才|全文|免费|阅读	终极|全|才|最新|章节	终极|全能|兵王	终极|全|才|免费|阅读	终极|全|才|小说	终极|全|才|浪漫|烟灰	终极|全才|笔趣|阁	终极|全能|学生	终极|全能|兵王|免费|阅读	0.496	0.162	0.065	0.064	0.040	0.036	0.020	0.020	0.014	0.012
斗地主	天天|斗地主|真人版	游戏	1	train	10	斗地主|单机版	斗地主|下载	斗地主|经典|版	斗地主|赢|话费	斗地主|游戏	斗地主|残局|破解|大全	斗地主	斗地主|在线|玩	斗地主|下载安装	斗地主|怎么|玩	0.052	0.020	0.020	0.017	0.013	0.012	0.011	0.011	0.010	0.009
霍建	霍|建华	歌手	0	train	10	霍|建华	霍|建华|电视剧	霍|建元	霍|建华|在|机场|打|林心如	霍|建华|林心如	霍|建华|林心如	霍|建华|微博	霍|建华|的|电视剧	霍|建华|老婆	霍|建华|图片	0.603	0.037	0.022	0.016	0.014	0.013	0.013	0.010	0.009	0.008
网名	网名	百科	1	train	10	网名|大全	网名|女	网名|男	网名|女生|简单|气质	网名|女|霸气	网名|女生	网名|英文	网名|男生|霸气|冷酷	网名|两个|字	网名|符号	0.181	0.146	0.083	0.026	0.021	0.020	0.009	0.009	0.008	0.006
网名	情侣|网名	知道	0	train	10	网名|大全	网名|女	网名|男	网名|女生|简单|气质	网名|女|霸气	网名|女生	网名|英文	网名|男生|霸气|冷酷	网名|两个|字	网名|符号	0.181	0.146	0.083	0.026	0.021	0.020	0.009	0.009	0.008	0.006
wps	wpsoffice|怎么|使用	知道	0	train	9	wps|表格	wps|表格|怎么|制作|表格	wpsoffice|手机|版	wps|下载	wpsoffice	wps|怎么|做|表格	wps|手机|版	wpsoffice|手机|版|下载	wps|怎么|删除|空白页	PAD	0.036	0.028	0.020	0.018	0.016	0.012	0.009	0.009	0.008	0.000
育儿|经	妈妈|育儿|经	百科	1	train	10	育儿|经验	育儿|经验|分享|简短|的	育儿|经验|分享|心得体会	育儿|经验|分享	育儿|经验|和|方法|心得	育儿|经|书籍	育儿|经验|怎么|写	育儿|经验|大全	育儿|经|如何|培养|孩子	育儿|经|app	0.202	0.157	0.154	0.054	0.039	0.033	0.027	0.018	0.015	0.011
双色球|开奖	福利彩票|双色球|开奖|结果	百科	0	train	10	双色球|开奖|结果	双色球|开奖|结	双色球|开奖号码	双色球|开奖|结果|走势图	双色球|开奖|号	双色球|开奖|结果|今天	双色球|开奖|结果|查询	双色球|开奖|结果|今天|的	双色球|开奖|时间	双色球|开奖|走势图	0.635	0.096	0.042	0.036	0.027	0.018	0.011	0.006	0.003	0.003
灵异|直播间	灵异|直播间	影视	0	train	10	灵异|直播间|君瑶	灵异|直播间|元君瑶	灵异|直播间|小说	灵异|直播间|热|追书	灵异|直播间|唐明黎	灵异|直播间|小说|元君瑶	灵异|直播间|txt|下载	灵异|直播间|免费|阅读	灵异|直播间|元	灵异|直播间|百度|百科	0.182	0.134	0.069	0.017	0.012	0.009	0.009	0.007	0.007	0.006
联通	袋|多多	应用	0	train	10	联通|营业厅	联通|客服|电话	联通|网上|营业厅	联通|客服	联通|宽带	联通|手机|营业厅	联通|大王|卡	联通|客服|电话|是|多少	联通|查话费	联通|大王|卡免|流量|范围	0.074	0.061	0.038	0.025	0.019	0.019	0.017	0.015	0.012	0.010
最低温度	绝对|最低温度	百科	0	train	2	最低温度|是|零下|多少度	最低温度|是|多少	PAD	PAD	PAD	PAD	PAD	PAD	PAD	PAD	0.533	0.051	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
线雕	精修|线雕	百科	1	train	10	线雕|提升|能|维持|多久	线雕|隆鼻	线雕|是|什么	线雕|鼻子|能|保持|多久	线雕|鼻子|的|危害	线雕|隆鼻|能|维持|多久	线雕|鼻	线雕|失败|毁容|图片	线雕|多少|钱	线雕|提升|一周|后|的|图片	0.123	0.115	0.062	0.036	0.025	0.023	0.016	0.014	0.012	0.012
快|穿|之|反派	快|穿|之|反派|女配|不好惹	阅读	0	train	10	快|穿|之|反派|又|黑化|了	快|穿|之|反派|又|被|黑化|了	快|穿|之|反派|boss|来袭	快|穿|之|反派|女配|你|有毒	快|穿|之|反派|专业户	快|穿|之|反派|boss|有毒	快|穿|之|反派|又|黑化	快|穿|之|反派|boss|请|上|座	快|穿|之|反|派别|撩|我	快|穿|之|反派|男神别|黑化	0.417	0.054	0.053	0.048	0.045	0.040	0.036	0.035	0.021	0.019
安全|标	安全|标志牌	百科	1	train	10	安全标志	安全标志|图片|大全	安全|标识	安全|标牌	安全|标语	安全|标语|大全	安全标志|使用|导则	安全|标志牌	安全标志|分为|哪|四类	安全|标识牌|图片|大全	0.242	0.122	0.115	0.075	0.063	0.057	0.040	0.033	0.029	0.025
汾	汾酒	百科	1	train	10	汾阳|天气预报	汾酒	汾酒|价格	汾湖|人才网	汾阳	汾乔|是|只|小|刺猬	汾河|二库	汾阳|贴|吧	汾西|天气预报	汾阳|医学院	0.059	0.050	0.039	0.030	0.028	0.023	0.016	0.013	0.011	0.011
青豆	炒|青豆|的|做法	菜谱	1	train	8	青豆|小说网	青豆|小说	青豆|的|做法	青豆|小说|阅读网	青豆|炒肉	青豆|胡萝卜|炒|虾仁	青豆|小说|阅读网|排榜	青豆|小说|手机|阅读网	PAD	PAD	0.100	0.069	0.065	0.048	0.023	0.022	0.017	0.013	0.000	0.000
青云直上	重生|之|青云直上	百科	0	train	10	青云直上|小说|免费|阅读	青云直上|小说	青云直上|的|意思	青云直上|全文|免费|阅读	青云直上|鹅城|知县	青云直上|花	青云直上|txt|下载	青云直上|免费|阅读	青云直上|九万里|免费	青云直上|李|青云|小说	0.173	0.057	0.042	0.035	0.014	0.009	0.009	0.008	0.007	0.005
元	元尊	百科	1	train	9	元尊	元尊|天蚕|土豆	元尊|小说	元尊|最新|章节	元气|骑士|破解版	元气|骑士	元素|周期表	元歌|连招	元配|石头|与|水	PAD	0.545	0.081	0.059	0.035	0.021	0.012	0.010	0.005	0.004	0.000
12306	铁路|12306	应用	0	train	9	12306|网上|订|火车票|官网	12306|官网	12306|网上|订票|官网	12306|火车票|官网	12306|官网|登录	12306app	12306|铁路|客户服务|中心	12306|下载	12306|订票|助手	PAD	0.342	0.093	0.026	0.015	0.006	0.005	0.005	0.004	0.004	0.000
12306	铁路|12306	应用	1	train	9	12306|网上|订|火车票|官网	12306|官网	12306|网上|订票|官网	12306|火车票|官网	12306|官网|登录	12306app	12306|铁路|客户服务|中心	12306|下载	12306|订票|助手	PAD	0.342	0.093	0.026	0.015	0.006	0.005	0.005	0.004	0.004	0.000
